Identifiant d’acte,Type d’acte,Id Personne A,Id Personne B,Commune,Date,Num Vue
376,Mariage,276,6549,261,1806-08-27,112/431
377,Mariage,283,6612,264,1655-11-10,15/018
378,Mariage,280,7132,261,1813-03-13,66/360
379,Mariage,282,7677,318,1787-07-03,n/a
380,Mariage,279,7906,305,1757-02-15,5/119
381,Mariage,283,8025,129,1749-02-05,224/339
382,Mariage,274,5803,129,1896-06-02,34/096
383,Mariage,275,8290,64,1862-05-13,n/a
384,Mariage,284,5421,238,1677-02-25,73/174
385,Mariage,284,7449,40,1678-01-30,2/040
386,Mariage,285,6645,238,1643-09-28,133/211
387,Mariage,287,5291,237,1882-05-08,149/152
388,Mariage,286,8087,139,1905-04-26,40/047
389,Mariage,288,7859,130,1794-08-26,2/030
390,Mariage,288,7913,130,1811-07-07,35/348
391,Mariage,289,6902,143,1857-05-13,32/155
392,Mariage,290,6809,194,1842-06-13,143/355
393,Contrat de mariage,291,7401,155,1813-02-04,25 et 26/731
394,Mariage,291,7402,194,1813-02-04,44/376
395,Publication de mariage,292,3758,144,1832-10-28,n/a
396,Mariage,293,5235,194,1756-02-10,4/017
397,Mariage,294,6386,194,1721-06-30,2/040
398,Mariage,295,8287,194,1789-06-30,164/201
399,Mariage,296,6959,194,1688-01-18,59/082
400,Mariage,296,7164,194,1693-02-02,1/200
401,Mariage,297,3956,195,,10/120
402,Mariage,298,4908,194,1656-02-01,6/042
403,Mariage,301,4477,194,1786-11-28,127/201
404,Mariage,299,7035,194,1843-09-11,187/355
405,Mariage,300,7374,194,1813-02-23,49/376
406,Mariage,302,4396,213,1880-10-06,n/a
407,Mariage,304,4690,194,1717-10-18,178/200
408,Mariage,303,6637,155,1877-10-16,n/a
409,Mariage,306,8058,194,1761-01-19,10/203
410,Contrat de mariage,307,8088,155,1759-01-19,n/a
411,Mariage,308,6909,194,1684-01-17,37/082
412,Mariage,309,305,195,1831-04-20,242/527
413,Mariage,310,5345,83,1698-01-01,n/a
414,Mariage,311,6525,166,1618-02-26,2/022
415,Mariage,312,313,230,1683-02-01,93/309
416,Mariage,315,5709,42,1858-11-23,51/245
417,Contrat de mariage,316,4129,123,1618-07-14,246 et 247/348
418,Contrat de mariage,317,4985,123,1686-02-25,68 à 70/542
419,Mariage,318,4277,166,1633-06-18,7/022
420,Mariage,318,7328,166,1631-01-22,7/022
421,Mariage,320,5426,42,1724-11-20,217/260
422,Mariage,319,3691,146,1827-06-12,329/402
423,Mariage,319,6591,146,1817-11-17,61/402
424,Mariage,321,5204,346,1712-02-03,8/131
425,Contrat de mariage,322,4437,123,1598-11-29,160 et 161/473
426,Mariage,314,7394,11,1680-11-27,56/188
427,Mariage,323,7831,328,1889-03-19,43/113
428,Mariage,324,5132,205,1808-02-17,237/400
429,Mariage,325,5778,162,1837-05-31,377/461
430,Mariage,327,7176,194,1865-01-24,n/a
431,Mariage,326,7733,162,1865-02-20,281/505
432,Mariage,328,5582,162,1807-07-07,46/388
433,Mariage,329,7104,222,1807-01-01,n/a
434,Mariage,330,5203,162,,195/238
435,Contrat de mariage,333,6518,330,,193 et 194/552
436,Mariage,331,6517,227,,36/045
437,Mariage,332,6517,227,,39/045
438,Mariage,334,8268,60,1823-11-05,n/a
439,Mariage,335,7787,123,,n/a
440,Mariage,336,4298,184,1839-05-21,n/a
441,Mariage,337,5997,47,1872-01-09,35/169
442,Mariage,338,5660,68,1762-01-11,113/179
443,Mariage,340,7779,192,1829-07-15,101/308
444,Mariage,339,4729,14,1879-07-02,79/101
445,Mariage,342,5581,200,1848-06-18,304/444
446,Mariage,343,5040,200,1850-04-08,333/465
447,Mariage,343,5113,200,1873-01-13,89/224
448,Mariage,344,5036,200,1878-10-21,23/147
449,Mariage,346,4302,200,1817-09-01,393/493
450,Mariage,346,7004,200,1783-05-08,114/138
451,Mariage,345,7435,200,1861-05-21,153/226
452,Mariage,347,5172,200,1850-04-21,338/465
453,Mariage,348,5703,200,1861-05-01,152/226
454,Mariage,348,7430,200,1858-05-30,144/366
455,Mariage,352,5038,200,1735-02-08,617/655
456,Mariage,352,5143,200,1730-07-11,505/655
457,Mariage,352,5630,200,1841-09-27,129/423
458,Mariage,352,6455,200,1814-05-02,106/554
459,Mariage,352,7432,200,1827-05-07,406/598
460,Mariage,351,8240,17,1753-07-09,106/122
461,Mariage,349,7513,200,1880-09-27,72/147
462,Mariage,350,6879,200,1878-09-23,11/147
463,Mariage,357,4236,17,1777-10-14,13/299
464,Mariage,355,5383,200,1695-02-09,4/324
465,Mariage,359,6300,200,1727-02-18,437/655
466,Mariage,356,6466,200,1725-02-12,391/655
467,Mariage,358,8282,17,1746-02-01,13/122
468,Mariage,353,5763,17,1834-01-31,202/463
469,Mariage,354,6055,200,1808-09-23,104/357
470,Mariage,363,4623,200,1828-09-22,188/531
471,Mariage,363,5382,200,1749-01-28,250/308
472,Mariage,363,5762,200,1824-01-12,10/503
473,Mariage,363,5935,200,1751-02-23,22/058
474,Mariage,363,7131,200,1813-12-23,585/609
475,Mariage,362,7568,200,1688-02-26,47/067
476,Mariage,360,7371,200,1860-09-25,213/366
477,Mariage,361,6302,200,1793-09-03,9/216
478,Mariage,366,120,200,1813-12-30,593/609
479,Mariage,366,4467,200,1701-08-16,120/324
480,Mariage,366,5028,200,1832-07-03,100/452
481,Mariage,366,5704,200,1842-09-05,327/423
482,Mariage,366,6986,200,1761-09-07,151/181
483,Mariage,366,7182,200,1689-09-28,51/067
484,Mariage,365,7276,200,1679-06-05,22/067
485,Mariage,364,4478,17,1834-09-30,241/281
486,Mariage,373,3742,87,1775-08-08,53/166
487,Mariage,374,3959,200,1715-07-15,176/655
488,Mariage,374,4804,200,1696-11-20,32/324
489,Mariage,374,7011,200,1853-10-02,132/412
490,Mariage,367,5712,200,1843-06-19,92/468
491,Mariage,368,8093,200,1864-09-04,155/370
492,Mariage,369,3836,200,1853-09-19,128/412
493,Mariage,370,5114,200,1869-10-10,206/337
494,Mariage,371,4590,200,1716-01-22,188/655
495,Mariage,372,5359,200,1867-09-09,146/337
496,Mariage,375,8146,200,1811-08-19,114/609
497,Mariage,377,6043,200,1694-08-08,66/067
498,Mariage,377,6202,200,1712-10-04,83/655
499,Mariage,376,6494,200,1688-10-11,49/067
500,Mariage,377,7457,200,1743-01-08,90/308
501,Mariage,378,4991,200,1856-10-06,195/356
502,Mariage,378,7148,200,1861-09-09,162/226
503,Mariage,379,4157,200,1737-08-06,10/064
504,Mariage,379,4355,200,,126/216
505,Mariage,379,5044,200,1734-05-04,606/655
506,Mariage,379,5348,200,1730-01-31,497/655
507,Mariage,379,6124,200,1763-08-08,24/494
508,Mariage,379,7433,200,1793-06-25,7/216
509,Mariage,384,3958,200,1779-09-20,478/494
510,Mariage,384,4188,200,1881-09-26,102/147
511,Mariage,384,5155,200,1855-09-10,160/356
512,Mariage,384,5698,200,1857-06-01,207/356
513,Mariage,380,5039,200,1807-10-09,485/529
514,Mariage,380,7358,200,1881-12-20,117/147
515,Mariage,382,7268,200,1873-09-09,106/224
516,Mariage,381,5580,200,1813-01-14,373/609
517,Mariage,381,7608,200,,85/391
518,Mariage,383,7205,200,1838-09-17,512/596
519,Mariage,386,6435,200,1875-04-04,152/224
520,Mariage,385,7017,147,1898-10-26,n/a
521,Mariage,341,6458,200,1671-05-13,81/138
522,Mariage,387,7354,88,1694-11-10,11/016
523,Mariage,388,5564,220,1682-01-21,n/a
524,Mariage,390,4058,271,1717-06-16,n/a
525,Mariage,389,4311,271,1679-02-08,n/a
526,Mariage,391,4308,271,1662-07-01,n/a
527,Mariage,391,5115,271,1703-10-04,n/a
528,Mariage,392,4009,205,1710-07-01,52/326
529,Mariage,393,4309,271,1666-03-09,n/a
530,Mariage,394,4089,271,1736-11-23,n/a
531,Mariage,395,5578,205,1711-05-19,65/326
532,Mariage,396,6795,271,1656-09-06,n/a
533,Mariage,397,4401,271,1671-07-02,n/a
534,Mariage,399,4104,205,1708-02-09,27/326
535,Mariage,400,4105,205,1683-07-13,77/387
536,Mariage,398,5543,271,1680-10-17,n/a
537,Mariage,401,8261,271,1663-10-09,n/a
538,Mariage,402,5125,72,,18/028
539,Mariage,403,7563,234,1828-06-28,243/267
540,Mariage,404,7524,64,1856-10-08,n/a
541,Mariage,405,4822,250,1828-11-18,47/526
542,Mariage,406,6754,72,1806-11-27,76/205
543,Mariage,407,7184,250,1882-06-20,141/147
544,Mariage,408,5232,64,1877-10-02,n/a
545,Mariage,409,8301,326,1741-11-13,14/157
546,Publication de mariage,410,5856,278,,52/065
547,Contrat de mariage,411,7969,171,,n/a
548,Mariage,412,5112,181,1912-11-19,47/048
549,Mariage,413,4226,302,1874-05-19,41/132
550,Mariage,414,4227,302,1874-05-19,60/140
551,Mariage,415,7411,121,1829-11-02,33/492
552,Mariage,416,4643,281,1894-12-09,152/165
553,Mariage,417,4782,239,1803-11-16,n/a
554,Mariage,418,5025,162,1885-08-18,31/090
555,Contrat de mariage,419,7030,123,1668-05-06,172 à 174/240
556,Mariage,420,6711,143,1850-07-01,363/435
557,Mariage,421,5896,25,1877-07-24,74/128
558,Mariage,422,6916,10,1722-06-30,n/a
559,Mariage,423,4767,25,1823-07-02,109/214
560,Mariage,424,8304,143,1913-07-08,n/a
561,Mariage,425,7850,143,1842-06-13,407/478
562,Mariage,426,6136,25,1877-06-26,73/128
563,Mariage,427,7960,188,1720-10-22,n/a
564,Publication de mariage,430,3703,188,1750-01-26,3/153
565,Mariage,434,3787,143,1742-02-05,n/a
566,Mariage,433,4174,188,1787-02-13,99/179
567,Contrat de mariage,434,4175,188,1787-02-06,180 à 183/381
568,Mariage,434,6076,188,1716-02-05,n/a
569,Mariage,431,7259,65,1806-06-23,n/a
570,Mariage,432,7552,188,,156/201
571,Contrat de mariage,434,7553,188,,97 et 98/444
572,Mariage,434,7926,188,1778-02-17,25/052
573,Contrat de mariage,434,7926,188,1778-01-29,460 à 463/604
574,Contrat de mariage,434,8307,143,,90 et 91/304
575,Mariage,428,4420,143,1873-02-19,148/177
576,Mariage,429,8319,130,1771-11-26,35/157
577,Mariage,436,4325,338,1881-01-10,93/099
578,Mariage,435,8129,143,1879-08-12,79/137
579,Mariage,437,5880,338,1843-06-13,181/427
580,Mariage,438,6116,193,1874-05-19,145/202
581,Mariage,440,4890,368,1784-01-07,n/a
582,Mariage,441,7052,188,1700-01-20,2/172
583,Mariage,441,7746,212,1782-01-29,78/161
584,Contrat de mariage,441,7746,143,1782-01-09,19 et 24/352
585,Mariage,439,7655,130,1813-10-22,150/348
586,Mariage,452,4335,177,1829-01-13,200/221
587,Mariage,451,4805,25,1703-02-16,28/115
588,Mariage,453,5964,261,1758-01-18,62/150
589,Mariage,454,6002,10,1667-02-19,n/a
590,Mariage,450,6928,346,1816-02-21,178/204
591,Mariage,454,8005,143,1775-06-26,n/a
592,Contrat de mariage,454,8005,143,1775-06-18,94 et 98/378
593,Mariage,454,8255,10,1833-07-27,n/a
594,Mariage,445,8273,53,1882-01-24,170
595,Mariage,442,3932,130,1891-07-07,5/087
596,Mariage,443,4864,130,1892-05-10,15/087
597,Mariage,444,5755,212,,129/327
598,Mariage,446,4497,25,1892-11-21,73/131
599,Mariage,447,6546,25,1892-11-21,72/131
600,Mariage,448,5843,130,1878-06-24,104/149
601,Mariage,449,7789,143,1914-05-25,n/a
602,Mariage,456,4366,177,1848-11-28,79/263
603,Mariage,455,6395,177,1871-09-10,76/129
604,Mariage,457,6291,177,1864-01-19,37/129
605,Mariage,463,4365,177,1728-02-09,42/049
606,Mariage,465,4557,177,1833-02-12,55/348
607,Mariage,462,4603,10,1810-02-21,n/a
608,Mariage,466,5666,19,1729-09-06,276/329
609,Mariage,467,5877,188,1791-05-24,156/179
610,Mariage,467,6354,143,1767-06-22,n/a
611,Mariage,461,6452,188,1750-01-20,2/153
612,Mariage,464,6543,10,1738-02-04,n/a
613,Publication de mariage,467,6929,188,1816-02-11,364/374
614,Mariage,467,7972,143,1757-01-11,n/a
615,Mariage,467,8215,212,1773-02-16,11/161
616,Mariage,467,8313,212,1783-02-24,90/161
617,Mariage,459,4364,143,1884-05-27,9/201
618,Mariage,460,5891,25,1887-05-24,32/131
619,Mariage,469,3722,368,1676-06-17,n/a
620,Mariage,474,4362,177,1732-02-22,23/077
621,Mariage,476,4417,177,1721-02-21,13/049
622,Mariage,476,4641,368,1696-12-01,n/a
623,Mariage,476,5892,65,1765-02-04,n/a
624,Mariage,471,6327,10,1808-12-21,n/a
625,Mariage,475,6482,368,1711-11-18,n/a
626,Mariage,473,7272,10,1783-11-18,n/a
627,Contrat de mariage,476,7273,188,1783-10-22,86 à 89/391
628,Mariage,470,7547,65,1798-04-18,n/a
629,Mariage,472,7721,65,1755-02-05,n/a
630,Mariage,476,7974,65,1729-07-12,n/a
631,Mariage,477,7417,10,1626-02-21,n/a
632,Mariage,478,5572,143,1748-10-26,n/a
633,Mariage,479,7993,130,1884-05-12,4/063
634,Mariage,491,3667,177,1829-01-13,202/221
635,Mariage,492,4024,212,1767-02-18,238/277
636,Mariage,492,4178,188,1778-02-17,25/052
637,Mariage,492,4326,261,1744-02-06,71/130
638,Mariage,484,4367,10,1748-02-05,n/a
639,Mariage,492,4368,143,1748-02-07,n/a
640,Mariage,490,4369,177,1728-02-09,42/049
641,Mariage,492,4575,143,1745-06-01,n/a
642,Mariage,486,5510,212,1810-02-27,78/329
643,Mariage,489,5513,25,1727-02-14,13/057
644,Mariage,487,5889,65,1774-01-31,n/a
645,Mariage,492,7106,177,1695-02-11,7/016
646,Mariage,492,7263,10,1716-07-01,n/a
647,Mariage,488,7550,177,1776-02-13,32/094
648,Contrat de mariage,492,7558,188,,350 à 353/492
649,Mariage,492,7915,19,1733-02-11,300/329
650,Mariage,492,7999,177,1717-01-29,1/049
651,Mariage,485,8312,130,1849-02-06,4/278
652,Mariage,481,5904,130,1845-11-11,137/339
653,Mariage,482,5816,212,1841-02-15,8/145
654,Mariage,483,5374,177,1854-01-31,239/263
655,Mariage,497,4416,333,1726-07-04,4/019
656,Mariage,499,4593,115,1776-01-23,n/a
657,Mariage,500,4703,188,1696-07-04,n/a
658,Mariage,496,4702,188,1696-07-01,n/a
659,Mariage,494,4834,177,1795-02-10,25/047
660,Mariage,500,5295,177,1676-02-08,57/072
661,Contrat de mariage,500,5721,188,,471 à 474/492
662,Mariage,500,5754,10,1671-11-27,n/a
663,Mariage,500,7122,25,1836-07-28,32/394
664,Mariage,498,7521,177,1766-02-04,39/094
665,Mariage,495,7551,19,1748-02-21,112/225
666,Mariage,498,7556,177,,36/045
667,Contrat de mariage,500,7557,143,,88 et 89/351
668,Mariage,500,8317,143,1789-06-30,n/a
669,Contrat de mariage,500,8317,143,1789-06-06,127 et 130/240
670,Mariage,493,7010,25,1866-05-28,83/102
671,Mariage,501,4235,164,1854-05-31,46/087
672,Mariage,501,7235,164,1827-07-30,63/401
673,Mariage,501,8205,303,1642-02-27,6/018
674,Mariage,502,7684,293,1783-11-25,102/195
675,Mariage,503,7114,205,,119/365
676,Mariage,504,4380,164,1715-07-01,4/039
677,Mariage,505,4247,164,1894-10-22,68/101
678,Mariage,506,7726,267,1748-02-27,n/a
679,Mariage,508,5416,146,1753-03-12,49/070
680,Mariage,509,6812,31,1682-09-02,17/025
681,Mariage,509,7281,86,1695-05-17,60/104
682,Mariage,507,6971,364,1896-06-17,94/104
683,Mariage,510,4023,164,1846-01-07,188/428
684,Mariage,527,3989,164,1835-11-24,264/401
685,Mariage,527,4013,164,1841-06-15,43/428
686,Mariage,527,4409,267,1688-09-06,n/a
687,Mariage,521,4674,98,1683-02-01,90/098
688,Mariage,527,4852,151,1749-07-01,97/154
689,Mariage,519,4878,119,1720-06-17,n/a
690,Mariage,527,5468,162,,13/109
691,Mariage,524,5467,162,,13/109
692,Mariage,527,5644,164,,76/102
693,Mariage,523,5787,267,1691-06-27,n/a
694,Mariage,527,5806,164,1826-10-17,40/401
695,Mariage,527,5813,164,1837-05-17,316/401
696,Mariage,522,5958,293,1708-08-02,27/150
697,Mariage,526,6245,164,1763-07-05,4/009
698,Mariage,520,6568,205,1745-03-01,84/187
699,Mariage,527,6616,363,1860-02-23,23/194
700,Mariage,527,6670,335,,33/110
701,Contrat de mariage,527,6670,162,,292 à 294/401
702,Mariage,525,6732,205,1716-02-24,121/326
703,Mariage,527,7152,145,1688-07-07,87/113
704,Mariage,527,7377,98,1658-07-29,n/a
705,Mariage,518,7460,254,1815-06-28,83/351
706,Mariage,517,7512,364,1760-02-12,57/223
707,Mariage,527,7839,205,1674-07-24,12/387
708,Mariage,527,8199,145,1681-07-01,10/113
709,Mariage,511,8118,164,1854-07-11,49/087
710,Mariage,512,7740,293,1728-06-22,65/150
711,Mariage,513,8177,164,1850-11-13,334/428
712,Mariage,514,3978,164,1900-01-15,2/038
713,Mariage,516,5715,164,1882-02-08,101/106
714,Mariage,516,7154,164,1865-02-22,97/227
715,Mariage,515,6419,205,1793-01-29,39/133
716,Mariage,530,8332,98,1670-02-18,n/a
717,Mariage,533,3835,278,1688-01-20,48 et 51/104
718,Mariage,533,4451,238,1759-09-04,12/083
719,Mariage,533,4743,238,1748-05-28,10/090
720,Mariage,533,5650,238,1825-02-16,21/481
721,Mariage,531,5981,146,1741-01-17,58/095
722,Contrat de mariage,533,6146,162,1791-01-20,1 et 2/367
723,Mariage,533,6152,164,1791-02-08,8/018
724,Mariage,533,6751,68,1708-01-31,34/043
725,Mariage,533,6859,238,1702-02-20,142/187
726,Mariage,533,7226,238,1757-04-26,7/081
727,Mariage,532,7431,133,1809-01-18,n/a
728,Mariage,529,7634,119,1750-02-09,n/a
729,Mariage,533,7686,238,1729-05-31,49/186
730,Mariage,528,4838,193,1791-02-08,164/166
731,Mariage,534,3970,162,1690-08-07,31/287
732,Mariage,535,6244,205,1786-07-11,225/383
733,Mariage,541,4719,205,1685-01-15,98/387
734,Mariage,537,4844,205,1780-01-25,98/383
735,Mariage,540,4925,133,1774-08-23,n/a
736,Mariage,536,5041,211,1753-01-09,7/026
737,Mariage,541,6418,205,1785-02-01,199/383
738,Contrat de mariage,541,6778,340,1734-06-06,251 et 252/434
739,Mariage,541,6912,340,1734-06-30,31/108
740,Mariage,541,7160,133,1790-08-31,n/a
741,Mariage,541,7763,133,1789-08-04,n/a
742,Mariage,538,7772,133,1722-07-06,n/a
743,Mariage,539,8057,162,1768-06-21,14/209
744,Mariage,542,6135,78,1702-01-11,9/014
745,Mariage,542,7698,164,,18/049
746,Mariage,543,1962,335,1680-11-19,55/155
747,Mariage,543,6885,335,1664-10-12,30/033
748,Mariage,543,7404,335,1631-05-05,3/033
749,Mariage,544,4665,238,1749-11-25,62/090
750,Mariage,544,6412,238,1763-08-16,15/182
751,Mariage,545,7579,58,1703-11-13,70/192
752,Mariage,546,6832,293,1779-02-09,41/195
753,Mariage,547,4237,164,1891-04-21,50/101
754,Mariage,552,1961,335,1680-11-19,55/155
755,Mariage,552,4143,50,1809-02-06,107/187
756,Mariage,552,4444,50,1755-05-12,3/016
757,Mariage,552,4785,238,1764-11-08,70/182
758,Mariage,552,5357,238,1810-09-18,129/529
759,Mariage,552,6069,50,,33/187
760,Mariage,552,6150,68,1740-01-19,17/040
761,Mariage,551,6179,164,1694-11-22,21/048
762,Mariage,552,6277,238,1718-08-01,20/235
763,Mariage,552,6340,238,1817-07-02,252/517
764,Mariage,552,6609,284,1674-07-30,48/153
765,Mariage,552,7375,238,1750-04-28,6/106
766,Mariage,552,7849,340,1729-02-15,65/070
767,Contrat de mariage,552,7849,340,1729-01-23,35 et 36/434
768,Mariage,548,5829,164,1897-04-21,86/101
769,Mariage,549,6264,164,1878-06-25,80/106
770,Mariage,550,7119,164,1864-01-12,69/227
771,Mariage,556,6034,98,1669-03-01,42/052
772,Mariage,553,6064,205,1738-02-11,128/207
773,Mariage,555,6920,119,1747-06-27,n/a
774,Mariage,559,7390,148,,141/274
775,Mariage,554,7659,254,1787-10-16,177/216
776,Mariage,557,7723,164,1725-11-27,29/110
777,Mariage,559,7767,164,1788-01-22,131/149
778,Mariage,558,8060,164,1757-01-25,2/013
779,Mariage,560,4515,238,1635-12-23,67/211
780,Mariage,561,4138,311,1749-01-29,131/355
781,Mariage,562,4050,317,1780-06-26,249/283
782,Mariage,563,8260,317,1784-02-17,272/283
783,Mariage,564,6710,337,,6/009
784,Mariage,566,6224,125,1765-05-08,115/187
785,Publication de mariage,565,6701,195,,50/120
786,Mariage,567,6700,223,,9/082
787,Mariage,568,5713,364,1754-07-02,19/223
788,Mariage,569,6659,162,1751-09-26,123/184
789,Mariage,570,3922,85,1802-07-08,19/046
790,Mariage,571,3925,85,,45/067
791,Mariage,572,4195,266,1743-04-30,81/302
792,Mariage,573,5887,164,1753-06-26,28/068
793,Mariage,574,6334,329,,62/092
794,Contrat de mariage,575,5220,123,1590-01-06,5/414
795,Contrat de mariage,576,4123,123,1672-08-01,482 et 483/690
796,Mariage,577,8045,258,1707-08-01,n/a
797,Mariage,578,7867,278,1759-06-12,115/166
798,Mariage,579,7868,278,1759-06-12,115/166
799,Mariage,580,1629,93,1788-11-25,n/a
800,Mariage,581,5719,247,1876-09-18,n/a
801,Publication de mariage,583,6520,278,1834-01-19,100/308
802,Mariage,582,6573,338,1834-02-04,20/427
803,Mariage,583,6899,278,,19/026
804,Mariage,584,6207,297,1701-02-01,12 et 24/151
805,Mariage,586,5627,278,1841-10-27,247/308
806,Mariage,585,4795,278,1877-10-15,30/047
807,Mariage,587,4715,193,1681-06-30,124/217
808,Mariage,587,5431,278,1703-02-16,26/230
809,Mariage,588,7113,278,1703-02-16,26/230
810,Mariage,589,5855,346,,6/017
811,Mariage,590,6552,278,1835-06-30,113/308
812,Mariage,590,7251,335,,25/104
813,Mariage,591,4010,278,1870-07-13,3/047
814,Mariage,592,6929,149,1636-06-24,8/032
815,Mariage,594,6990,222,1796-01-01,n/a
816,Contrat de mariage,593,4025,123,1631-06-29,270 et 271/273
817,Contrat de mariage,595,5190,123,1722-01-01,n/a
818,Mariage,596,5191,123,1723-11-08,53/082
819,Mariage,597,8134,335,1671-07-22,70/103
820,Mariage,598,4088,188,1765-09-10,65/220
821,Mariage,599,7755,162,1744-02-12,32/135
822,Mariage,600,7446,162,1752-05-30,150/184
823,Mariage,601,5142,311,1846-02-09,207/342
824,Mariage,602,3984,262,1783-02-18,198/352
825,Mariage,603,6493,53,1881-09-12,161
826,Mariage,604,5646,9,1661-05-08,n/a
827,Mariage,606,8330,9,1698-11-04,n/a
828,Mariage,606,6036,9,1660-05-09,54/216
829,Mariage,605,7098,9,1699-02-21,n/a
830,Mariage,607,7108,9,1650-11-21,49/216
831,Mariage,608,6422,9,1666-11-23,n/a
832,Mariage,609,5863,9,1689-06-27,n/a
833,Mariage,610,5060,9,1642-03-02,44/216
834,Mariage,610,6387,9,1651-11-12,49/216
835,Mariage,611,8285,245,1666-02-11,n/a
836,Mariage,612,5127,347,1737-02-21,n/a
837,Mariage,613,8122,330,1640-02-15,37/044
838,Mariage,614,6945,343,1814-11-08,47/405
839,Mariage,615,7139,135,1760-01-08,144/426
840,Mariage,616,3595,135,1757-02-21,127/426
841,Mariage,617,5980,323,1844-09-30,206/448
842,Mariage,618,4309,10,1634-06-20,n/a
843,Mariage,620,3957,188,1634-06-21,n/a
844,Mariage,620,3957,188,1634-06-11,n/a
845,Mariage,620,5706,64,1762-11-04,119/197
846,Mariage,620,5894,10,1630-07-23,n/a
847,Mariage,619,6111,44,1742-02-05,n/a
848,Mariage,620,6220,330,1641-11-06,39/044
849,Mariage,623,4215,343,1750-11-25,219/329
850,Mariage,623,4591,25,1677-11-12,38/076
851,Mariage,623,4637,114,1737-10-08,n/a
852,Mariage,623,4696,261,1773-06-08,26/077
853,Mariage,622,5002,117,1740-02-11,26/296
854,Mariage,623,7040,114,1740-01-22,n/a
855,Mariage,623,7793,163,1652-01-18,44/055
856,Mariage,623,7938,347,1672-08-16,n/a
857,Mariage,623,8320,347,1675-06-20,n/a
858,Mariage,621,3948,85,1901-06-25,5/012
859,Mariage,624,6815,323,1777-02-04,n/a
860,Mariage,625,6172,266,1863-11-09,106/179
861,Mariage,625,7340,45,1767-03-02,75/304
862,Mariage,626,5118,330,1642-01-20,40/044
863,Mariage,627,8207,295,1636-01-29,6/008
864,Mariage,628,5285,44,1734-06-21,n/a
865,Mariage,630,6205,246,1796-10-10,10/018
866,Mariage,629,6428,130,1781-05-01,27/055
867,Mariage,632,77,347,1676-10-13,n/a
868,Mariage,631,6858,347,1682-06-22,n/a
869,Mariage,633,4587,25,1694-08-21,36/038
870,Mariage,634,4278,26,1767-11-10,67/106
871,Mariage,638,4697,261,1785-02-01,23/159
872,Mariage,640,5916,29,1873-08-05,24/086
873,Mariage,640,5944,10,1634-08-12,n/a
874,Mariage,636,6680,323,1776-11-26,n/a
875,Mariage,639,6982,135,1759-01-30,138/426
876,Mariage,637,7795,44,1678-07-18,n/a
877,Mariage,635,6767,36,1863-01-29,52/132
878,Mariage,641,6513,343,,17/189
879,Mariage,642,4508,108,1808-11-07,57/189
880,Mariage,643,4830,295,1636-01-29,6/008
881,Mariage,644,4835,330,1636-01-28,26/044
882,Mariage,645,8277,130,1753-03-02,109/208
883,Mariage,649,7363,222,1791-01-01,n/a
884,Mariage,646,4596,51,1839-07-16,n/a
885,Mariage,646,6876,34,1789-04-28,68/092
886,Mariage,647,7257,174,1697-02-12,3/163
887,Mariage,648,5478,118,1821-02-07,n/a
888,Mariage,648,6175,118,1820-01-28,n/a
889,Mariage,651,8106,299,1830-05-11,n/a
890,Publication de mariage,652,4048,313,1871-05-14,10/145
891,Mariage,653,4049,243,1871-06-06,224/241
892,Mariage,655,6217,374,1737-03-05,189/220
893,Mariage,654,7217,313,1830-11-22,36/37/376
894,Publication de mariage,654,7217,313,1830-11-07,55/376
895,Mariage,656,7217,313,1830-11-22,37/38/376
896,Publication de mariage,656,7217,313,1830-11-07,56/376
897,Mariage,657,7903,7,,n/a
898,Mariage,658,3949,275,,23/135
899,Mariage,650,4456,329,1776-11-12,130/162
900,Mariage,659,5054,313,1900-04-24,37/080
901,Mariage,660,3779,313,1900-06-05,38/080
902,Mariage,661,3802,7,1818-10-14,n/a
